﻿﻿﻿Test Case ID,User Query,Category,Expected Intent,Predicted Intent,Extracted Entities,Search Strategy,Expected Result (ID),Actual Result (ID),Evaluation,Intent Processing Time (ms),Backend Processing Time (ms),Total Response Time (ms),Run_Status
TC_303,Rapper MCK chia tay tlinh lý do thực sự là gì vậy?,Out-of-Scope,GENERAL_CHAT,GENERAL_CHAT,,,,Dynamic Playlist,PASS,35.69,4241.55,4279.38,
TC_304,Ca sĩ Mỹ Tâm hiện tại quê ở đâu và đã có gia đình chưa?,Out-of-Scope,GENERAL_CHAT,GENERAL_CHAT,,,,Dynamic Playlist,PASS,10.04,12002.8,12014.97,
TC_305,Scandal của Jack và K-ICM năm xưa ai là người có lỗi?,Out-of-Scope,GENERAL_CHAT,GENERAL_CHAT,,,,Dynamic Playlist,PASS,44.21,5647.08,5696.44,
TC_306,Review giúp mình bộ phim Nhạc Hội Nửa Đêm (Pitch Perfect) nhé,Out-of-Scope,GENERAL_CHAT,GENERAL_CHAT,,,,Dynamic Playlist,PASS,52.9,7143.04,7197.89,
TC_307,Chương trình Anh Trai Vượt Ngàn Chông Gai tập tối qua ai bị loại?,Out-of-Scope,GENERAL_CHAT,GENERAL_CHAT,,,,Dynamic Playlist,PASS,5.35,5867.38,5874.29,
TC_308,Cho mình xin lịch chiếu rạp phim Em Và Trịnh có nhạc Trịnh Công Sơn,Out-of-Scope,GENERAL_CHAT,GENERAL_CHAT,,,,Dynamic Playlist,PASS,46.82,4907.28,4957.1,
TC_309,Làm sao để lấy lòng nhạc phụ đại nhân trong ngày ra mắt?,Out-of-Scope,GENERAL_CHAT,GENERAL_CHAT,,,,Dynamic Playlist,PASS,42.05,4455.79,4499.61,
TC_310,Sếp mình dạo này cứ lặp lại cái điệp khúc trừ lương làm mình nản quá,Out-of-Scope,GENERAL_CHAT,GENERAL_CHAT,,,,Dynamic Playlist,PASS,6.21,7493.78,7501.55,
TC_311,Mấy ông hàng xóm suốt ngày hát bài ca than nghèo kể khổ,Out-of-Scope,GENERAL_CHAT,GENERAL_CHAT,,,,Dynamic Playlist,PASS,1.06,6081.61,6084.33,
TC_312,Nhạc Jazz là gì vậy bạn?,Variation & Paraphrasing,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,6539.066299999831,
TC_313,Sơn Tùng M-TP sinh năm bao nhiêu?,Variation & Paraphrasing,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,6187.795699996059,
TC_314,Hợp âm Đô trưởng gồm những nốt nào?,Variation & Paraphrasing,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,4996.025200001895,
TC_315,Sự khác biệt giữa Pop và Rock là gì?,Variation & Paraphrasing,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,7561.41370000114,
TC_316,Làm thế nào để mix giọng hát cho trong trẻo?,Variation & Paraphrasing,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,6131.89969999803,
TC_317,Nguồn gốc của dòng nhạc Bolero Việt Nam,Happy Path,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,6172.594900002878,
TC_318,Autotune là gì và khi nào nên dùng nó?,Variation & Paraphrasing,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,7920.01159999927,
TC_319,Tại sao nhạc Lo-fi lại giúp tập trung?,Variation & Paraphrasing,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,6355.591899999126,
TC_320,Cách sử dụng Compressor trong sản xuất nhạc,Happy Path,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,5160.073400002148,
TC_321,Những nghệ sĩ Indie nổi bật tại Việt Nam hiện nay,Happy Path,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,4606.366899999557,
TC_322,Nhịp 4/4 và 3/4 khác nhau thế nào?,Variation & Paraphrasing,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,6386.942499993893,
TC_323,Công việc chính của một Music Producer là gì?,Variation & Paraphrasing,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,5218.724099999236,
TC_324,Làm sao để viết một đoạn điệp khúc bắt tai?,Variation & Paraphrasing,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,5834.327799995663,
TC_325,V-Pop bắt đầu phát triển từ khi nào?,Noise & Robustness,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,6350.569700000051,
TC_326,Tác dụng của Reverb trong bản phối là gì?,Variation & Paraphrasing,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,6446.122999994259,
TC_327,Sự nghiệp của nhạc sĩ Trịnh Công Sơn,Happy Path,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,3712.7849999960745,
TC_328,Dòng nhạc EDM có những nhánh nhỏ nào?,Variation & Paraphrasing,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,5857.362000002468,
TC_329,BPM là gì trong âm nhạc?,Variation & Paraphrasing,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,5610.884499998065,
TC_330,Làm thế nào để đăng ký bản quyền bài hát?,Variation & Paraphrasing,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,6840.234800001781,
TC_331,Sự khác nhau giữa Mixing và Mastering?,Variation & Paraphrasing,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,10420.851000002584,
TC_332,Nhạc cụ truyền thống Việt Nam gồm những loại nào?,Variation & Paraphrasing,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,6286.334500000521,
TC_333,Tại sao vinyl (đĩa than) lại được ưa chuộng trở lại?,Variation & Paraphrasing,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,6636.60990000₀₆₂₂,
TC_334,Cách tạo ra tiếng 8₀₈ bass căng và dày?,Variation & Paraphrasing,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,7953.651799994986,
TC_335,Ai là người giữ kỷ lục MV nhiều view nhất Việt Nam?,Variation & Paraphrasing,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,4885.024199997133,
TC_336,Thể loại nhạc Synthwave có đặc điểm gì?,Variation & Paraphrasing,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,4973.171199999342,
TC_337,Thang âm ngũ cung là gì?,Variation & Paraphrasing,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,4886.3066000049,
TC_338,Nghệ sĩ thực lực và nghệ sĩ thần tượng khác nhau ra sao?,Variation & Paraphrasing,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,10128.827900000031,
TC_339,Làm sao để cải thiện kỹ năng nghe (Ear Training)?,Variation & Paraphrasing,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,6504.0067000009,
TC_340,Tầm quan trọng của lời bài hát (Lyrics) trong Ballad,Happy Path,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,6081.270499998936,
TC_341,Phân tích phong cách âm nhạc của Đen Vâu,Edge Cases,GENERAL_CHAT,GENERAL_CHAT,,,,,PASS,,,9196.63489999948,
TC_342,Gợi ý nhạc ballad buồn tempo 100,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,"attributes=tempo, 100; mood=buồn; genre=ballad",Level 1: Unified Discover Engine -> Sub-Branch: Attributes (+Filters),,Dynamic Playlist,Low,PASS,563.07,1571.89,
TC_343,Nhạc buồn đang trending,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,mood=buồn; popularity_flag=True,Level 1: Unified Discover Engine -> Sub-Branch: Popularity Top-N,,Dynamic Playlist,Low,PASS,26.89,1096.73,
TC_344,Gợi ý nhạc rap nhanh 140 bpm,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,"attributes=nhanh, bpm, 140; genre=rap",Level 1: Unified Discover Engine -> Sub-Branch: Attributes (+Filters),,Dynamic Playlist,Low,PASS,366.63,991.8,
TC_345,Nhạc giống bài Bống Bống Bang Bang,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,seed_name=bống bống bang bang; artist=BAN,Level 1: Unified Discover Engine -> Sub-Branch: Seed Recommendation -> Level 1: Seed Lookup -> Level 1.1: Seed Artist Filter -> Level 2: Fuzzy Seed Lookup,,Dynamic Playlist,Low,PASS,63.93,3221.27,
