file_name,sentiment,sentiment_score,sentiment_confidence,lyric_total_words,lexical_diversity,noun_count,verb_count,adj_count,lyric,track_id
Xin Đừng Nhấc Máy.mp3,positive,0.5165,0.1233,338.0,0.5592,118.0,120.0,6.0,"[Rap: B Ray]
Anh biết em nói là không muốn gặp anh nữa
Anh chỉ gọi để hỏi cơm hôm nay ăn chưa?
Sao? Ăn rồi thì có húp canh chưa?
Rồi à? Nếu rồi thì đã nhớ anh chưa?
Em biết anh là thế, mà đã thế, em còn suy, em còn nghĩ, em còn trách làm chi?
Anh biết anh như cục ghèn trong mắt, bởi vì em chỉ có ghét for mi
Baby nghe anh nói 1 lần được không?
Tên anh hiện trên màn hình, em có trượt không?
Nếu em muốn ghét anh nói trước
Tụi nó ghét anh ngoài kia cũng phải tốn gần chục năm
Vậy thì nếu em muốn đêm nay không ngủ
Đừng gọi anh daddy, gọi anh ông chủ
Ngực công, mông thủ
Nhặt cây bút chì when I CU.
If you see me calling
Thì xin em không nhấc máy
Mà nếu như em lỡ nghe rồi
Thì cho anh xin nốt lần này
I’m talking about, when you see me calling
Thì xin em không nhấc máy
‘Cause when that Henny hit me
Thì cool boy cũng trở thành lầy
I’m talking about love, I’m talking about you
I’m talking about all the things you said you’d wanted us to do
Moet, Rose, Chardannay
Khi cần có ngay, oh yeah, ya know me
Girl you know I gotta keep it real right now
Biết anh có thói *** khi say là kêu vài đào
Biết anh không phải công tử nhưng thích tiêu xài hao
*** all them haters and how they feel right now
Nói mấy con bạn em, nếu tụi mày giỏi, thì bạn trai của tụi nó đã là anh rồi
I know, I know, baby I’m an ***
But that’s because you the *** though
Lọt vào mắt xanh, thì phải biếc
Như là học sinh tan học, baby, anh không có tiết đâu

[Bridge: Han Sara]
Vậy thì sao em phải giữ lại
Là vì một ai?
Quá nhiều lãng phí cho 1 người sai
Chẳng còn gì để phải nói
Chẳng cần gọi thêm, thất hứa chính là lời khai kẻ gian dối
Vậy xin anh đừng nói thêm gì",5lNJtOVO7b44Aae8zJ5fFB
Chúng Ta Của Tương Lai.mp3,negative,-0.2444,0.2954,367.0,0.4223,101.0,111.0,30.0,"No one can change the past

Liệu mai sau phai vội mau không bước bên cạnh nhau
Thì ta có đau
Đôi mi nhòe phai ai sẽ lau
Ai sẽ đến lau nỗi đau này
Vô tâm quay lưng ta thờ ơ lạnh lùng băng giá như vậy sao
Và không biết nhau
Lặng im băng qua chẳng nói một lời
Rồi niềm đau có chóng quên
Hay càng quên càng nhớ thêm
Vấn vương vết thương lòng xót xa

Đừng như con nít
Từng mặn nồng đắm say
Cớ sao khi chia tay
Ta xa lạ đến kỳ lạ
Ai dám nói trước sau này
Chằng ai biết trước tương lai sau này
Tình yêu đâu biết mai này có vẹn nguyên
Còn nguyên như lời ta đã hứa trước đây
Dẫu cho giông tố xô xa rời
Còn mãi những điều đẹp đẽ say đắm một thời
Nụ cười và giọt nước mắt rơi từng trao cùng ta
Nhìn lại về phía mặt trời

Rap:

Tương lai ngày mai ai nào hay
Yêu thương rồi buông đôi bàn tay
Mong manh đường duyên như vận may
Chia ly hợp tan nhanh còn hơn mây trời bay
Quyên nhau vờ như chưa từng quen
Quyên luôn mặt quên luôn cả tên
Quên đi làm sao mà đòi quên
Khi câu thề xưa vẫn vẹn nguyên nên đừng cố quên
Vấn vương cũng chẳng sao mà
Nhớ nhung cũng chẳng sao mà
Đớn đau cũng chẳng sao mà
Dù có đắng cay ta cũng chẳng sao đâu
Chân thành khi còn bên nhau
Và trân trọng hơn mỗi phút giây
Hơn mỗi phút giây
Thành thật bên nhau mỗi phút giây

Lời:

Rồi niềm đau cũng có chóng quên
Hay càng quên càng nhớ thêm
Vấn vương vết thương lòng xót xa
Đừng như con nít
Từng mặn nồng đắm say
Cớ sao khi chia tay
Ta xa lạ đến kỳ lạ
Ai dám nói trước sau này
Chằng ai biết trước tương lai sau này
Tình yêu đâu biết mai này có vẹn nguyên
Còn nguyên như lời ta đã hứa trước đây
Dẫu cho giông tố xô xa rời
Còn mãi những điều đẹp đẽ say đắm một thời
Nụ cười và giọt nước mắt rơi từng trao cùng ta
Nhìn lại về phía mặt trời

Điệp khúc:

Ai dám nói trước sau này
Chằng ai biết trước tương lai sau này
Tình yêu đâu biết mai này có vẹn nguyên
Còn nguyên như lời ta đã hứa trước đây
Dẫu cho giông tố xô xa rời
Còn mãi những điều đẹp đẽ say đắm một thời
Nụ cười và giọt nước mắt rơi từng trao cùng ta
Nhìn lại về phía mặt trời",3OVMe3H6iAxbLF8iD2UYrw
Cung Đàn Vỡ Đôi.mp3,neutral,0.0707,0.3511,123.0,0.7724,34.0,34.0,8.0,"Lung linh lung linh
Ánh trăng nghiêng nghiêng bên thềm
Để lòng người rung rinh rung rinh
Gió đưa cơn mơ
Về những dấu yêu đã xa
Từ lâu trong tim đậm sâu
Gió nói còn thương còn đau
Còn nhớ nhung về nhau
Khoé mắt ướt tràn cất tiếng đàn
Tịch tình tang ai khóc cho nàng
Nghe như yêu dấu chưa hề phai
Đêm nay tôi đang nhớ thương về ai
Buồn thêm nữa đi
Buồn cho sầu dâng ướt mi
Chỉ một đêm nay nữa thôi
Nhớ thương một người không nhớ tôi
Cũng đã lỡ rồi đã hết rồi
Tình mình giờ như con nước trôi
Ngàn năm cũng chỉ thế thôi
Tôi chỉ mong
Khi nắng lên ngay sau màn mưa
Anh bước đi trên con đường xưa
Theo gió bay câu ca nhẹ đưa",5ZRsfmDqd04BcmCqJPB9AV
Bóng Phù Hoa.mp3,negative,-0.3409,0.3132,217.0,0.4516,101.0,66.0,18.0,"Đêm nghe tiếng kinh cầu bên sông
Thoáng nao lòng, sương khuya vắng lặng
Trâm rơi liễu phai tàn
Chơi vơi én xa đàn
Buông lơi vỡ tan một bóng hình
Hạt ngọc dần buông rơi trên khoé mắt
Tiếc trâm hoa vàng nổi trôi Hoàng Giang
Đoạn trường tình ta
Giờ như giấc chiêm bao
Hoài thương nhớ thôn làng
Nhờ chim đậu cành Nam
Phù hoa một kiếp trông chồng
Chàng mang nặng chí tang bồng
Ngàn đêm gối chăn, lạnh lùng đợi mong
Nằm mơ ngày tháng tương phùng
Ngờ đâu xa cách muôn trùng
Mộng xưa vỡ hai sao ngang trái
Một bóng hình
Hạt ngọc dần buông rơi trên khoé mắt
Tiếc trâm hoa vàng nổi trôi Hoàng Giang
Đoạn trường tình ta
Giờ như giấc chiêm bao
Hoài thương nhớ thôn làng
Nhờ chim đậu cành Nam
Phù hoa một kiếp trông chồng
Chàng mang nặng chí tang bồng
Ngàn đêm gối chăn, lạnh lùng đợi mong
Nằm mơ ngày tháng tương phùng
Ngờ đâu xa cách muôn trùng
Mộng xưa vỡ hai sao ngang trái
Sự đời nước mắt soi gương
Còn thương phải nói hết thương tỏ lời
Chuyện người con gái Nam Xương
Vỡ tan mối tình vì một bóng hình
Sự đời nước mắt soi gương
Còn thương phải nói hết thương tỏ lời
Chuyện người con gái Nam Xương
Vỡ tan mối tình vì một bóng hình
Phù hoa một kiếp trông chồng
Chàng mang nặng chí tang bồng
Ngàn đêm gối chăn lạnh lùng đợi mong
Nằm mơ ngày tháng tương phùng
Ngờ đâu xa cách muôn trùng
Mộng xưa vỡ hai, sao ngang trái
Một bóng hình",3fw9v7CztM2mqu1jCtbg9f
Chúng Ta Không Thuộc Về Nhau.mp3,neutral,-0.1852,0.4637,443.0,0.2889,128.0,125.0,10.0,"Về về về nơi này
Chúng ta không thuộc về nhau
Chúng ta không thuộc về
Về về về nơi này
Niềm tin đã mất,
Giọt nước mắt cuốn ký ức anh chìm sâu
Tình về nơi đâu,
Cô đơn đôi chân
Lạc trôi giữa bầu trời
Màn đêm che giấu
Từng góc tối khuất lấp
Phía sau bờ môi
Tại vì anh thôi
Yêu say mê nên đôi khi quá dại khờ
Nhắm mắt ơ thờ
Anh không muốn lạc vào trong nỗi đau này
Phía trước, bây giờ
Ai đang nắm chặt bàn tay của em vậy
Mông lung như một trò đùa
Anh xin giơ tay rút lui thôi
Do ai
Trách ai bây giờ đây
Chúng ta không thuộc về nhau
Chúng ta không thuộc về nhau
Chúng ta không thuộc về nhau
Em hãy cứ đi bên người mà em cần
Trái tim không thuộc về nhau
Giấc mơ không là của nhau
Xóa câu ca buồn chiều mưa
Anh lỡ xóa luôn yêu thương ngày xưa rồi
Chúng ta không thuộc về nhau
Chúng ta không thuộc về
Về về về nơi này
Chúng ta không thuộc về nhau
Chúng ta không thuộc về
Về về về nơi này
Hey, từng đêm qua
Cơn mưa bao vây chia rời đôi ta
Em, ngày hôm qua
Cuốn gió theo mây đi về nơi xa
Trời xanh rộng bao la
Anh lê đôi chân mình bơ vơ, lang thang
Có lẽ em đang yên vui bên nhân tình
Quên đi để anh nhớ
Hơi men để anh mơ
Nơi đâu để anh giấu
Một nỗi buồn vào trong thơ
Nhắm mắt ơ thờ
Anh không muốn lạc vào trong nỗi đau này
Phía trước, bây giờ
Ai đang nắm chặt bàn tay của em vậy
Mông lung như một trò đùa
Anh xin giơ tay rút lui thôi
Do ai
Trách ai bây giờ đây
Chúng ta không thuộc về nhau
Chúng ta không thuộc về nhau
Chúng ta không thuộc về nhau
Em hãy cứ đi bên người mà em cần
Trái tim không thuộc về nhau
Giấc mơ không là của nhau
Xóa câu ca buồn chiều mưa
Anh lỡ xóa luôn yêu thương ngày xưa rồi
Chúng ta không thuộc về nhau
Chúng ta không thuộc về
Về về về nơi này
Chúng ta không thuộc về nhau
Chúng ta không thuộc về
Về về về nơi này
Chúng ta không thuộc về nhau
Không thuộc về nhau
Không thuộc về nhau
Chúng ta không thuộc về nhau
Không thuộc về nhau
Không thuộc về nhau
Chúng ta không thuộc về nhau
Chúng ta không thuộc về nhau
Chúng ta không thuộc về nhau
Em hãy cứ đi bên người mà em cần
Trái tim không thuộc về nhau
Giấc mơ không là của nhau
Xóa câu ca buồn chiều mưa
Anh lỡ xóa luôn yêu thương ngày xưa rồi
Chúng ta không thuộc về nhau
Chúng ta không thuộc về nhau
Chúng ta không thuộc về nhau
Chúng ta không thuộc về nhau
Chúng ta không thuộc về nhau
Chúng ta không thuộc về nhau",7bn8ckDTI4EQIKZ6jRL4K0
When I'm Gone.mp3,positive,0.2464,0.227,0.0,0.0,0.0,0.0,0.0,"VERSE 1:
Ngày chẳng khác đêm là bao
Trên những tán cây tổn hao
Lung linh rất cao vì sao
Em khoá trong tầm mắt, hàn đắp nơi vết cắt

When I'm gone, you can see through my heart
All is you - a beautiful thing
Whole my life just waiting for the moment... to bloom
Cause you u u u

PRE-CHORUS:
Silly girl, I don't care
What name did you call me
Smile and breathe
Until you are free...
Nếu một khi, em rời đi
Bừng sáng lên bao nốt thi vị
Phím đàn anh chẳng còn ngàn đau thương

CHORUS:
Mơ giấc mơ có bao nhiêu là hoa
Ta thiết tha, thiết tha khung trời xa
Anh với em sẽ ca câu tình ca (À a a á)
Ta nắm tay, nắm tay thăm đồng lúa
Mùa chín thơm rất thơm - cuối lời hứa (Hà ha ha hả)

VERSE 2:
Mặt trời sáng trong lòng bóng đêm những hy vọng
Đôi hòn mắt trong, dõi bóng anh mà long lanh
Đếm mấy tuôn rơi mà chơi vơi tựa muôn khơi
Với cả tâm tình ngồi lên vai và khiêu vũ

Điệu ngày đêm - Điệu trắng đen
Ngọt ngào thêm, ngày mới lên
Em muốn dâng đời nghìn tia nắng

PRE-CHORUS:
Silly girl, I don't care
What name did you call me
Smile and breathe
Until you are free...
Nếu một khi, em rời đi
Bừng sáng lên bao nốt thi vị
Phím đàn anh chẳng còn ngàn đau thương

CHORUS:
Mơ giấc mơ có bao nhiêu là hoa
Ta thiết tha, thiết tha khung trời xa
Anh với em sẽ ca câu tình ca (À a a á)
Ta nắm tay, nắm tay thăm đồng lúa
Mùa chín thơm rất thơm - cuối lời hứa (Hà ha ha hả)",5Ov59KSL4FPruAFR8UXZPB
Bông Hoa Nhài.mp3,positive,0.3143,0.2117,431.0,0.3898,179.0,136.0,22.0,"Em như bông nhài cắm bãi đất
Em như bông nhài cắm bãi đất
Giá như giấc mơ anh
Còn long lanh đôi mươi
Giá như trái tim anh
Còn trong xanh như bao người
Biết thương biết mơ mộng
Nay mai xanh tươi
Biết chan chứa những rung động
Khi em khẽ cười
Giữa phố xa người có thấy ta
Nằm vô nghĩa bên đống tro tàn
Chẳng tha thiết gì
Chỉ cất tiếng ca, chẳng dám với ra
Tìm hơi ấm
Dưới ánh trăng tà lạnh giá
Chẳng thể nào khoác lên em ngày mai
Chẳng thể nào phác cho nàng
Những lâu đài
Chẳng thể nào trót quên ta là ai
Chẳng thể nào dát thêm vàng
Để lấp lánh theo nàng
Oh babe, oh babe
Vì em xứng với muôn trời mây
Hơn cằn khô ở đây
Oh babe, oh babe
Em sẽ luôn tươi sắc
Khi chẳng thuộc về nơi anh
Em là bông hoa nhài thơm
Trên đồng xa
Em đi nhẹ qua boy cầm ca
Nơi anh là bãi đất nâu
Em là bông hoa nhài thơm
Trên đồng xa
Bên anh thì trăm năm son đồ la
Biết bao giờ mới ngóc đầu lên
I don't wanna be your love
Làm sao với tới
I don't wanna be your love
Love love
I don't wanna be your love
Làm sao với tới
I don't wanna be your love
Love love
Em mang good vibe yêu kiều nàng thơ
Good vibe, girl
Nơi anh get high đêm ngày chỏng chơ
Em mang áo lông Gucci nghìn Eur
Euro babe
Anh chỉ áo phông, hoodie chợ Mơ
Bôn ba khắp chốn lo nhặt từng xu
Hai tay vẫn cố lo hai thằng cu
Hai vai vẫn gánh ân tình thầy u
Chẳng thể nào khoác lên em ngày mai
Chẳng thể nào phác cho nàng
Những lâu đài
Chẳng thể nào trót quên ta là ai
Chẳng thể cứ dát thêm vàng
Là lấp lánh theo nàng
Oh babe, oh babe
Vì em xứng với muôn trời mây
Hơn cằn khô ở đây
Oh babe, oh babe
Em sẽ luôn tươi sắc
Khi chẳng thuộc về nơi anh
Em là bông hoa nhài thơm
Trên đồng xa
Em đi nhẹ qua boy cầm ca
Nơi anh là bãi đất nâu
Em là bông hoa nhài thơm
Trên đồng xa
Bên anh thì trăm năm son đồ la
Biết bao giờ mới ngóc đầu lên
I don't wanna be your love
I don't wanna be your love
Love love
I don't wanna be your love
I don't wanna be your love
Love love
I don't wanna I don't wanna be
I don't wanna I don't wanna be
I don't wanna I don't wanna
Baby I don't wanna be
Be your love be your love
Be your love
Em là bông hoa nhài thơm
Trên đồng xa trên đồng xa
Và nhài ơi đừng cắm
Vào bãi đất nâu này nữa",6p5YdzjbV80ZmzIwk3rvMr
bông hoa đẹp nhất.mp3,positive,0.2605,0.2633,407.0,0.2482,151.0,106.0,21.0,"Verse:
Mãi sau này anh mới biết
Bông hoa đó không phải của anh 
Chẳng qua là anh đã đi ngang qua đúng mùa hoa đẹp nhất 
Con tim anh cứ ngỡ là duyên số 
Thì ra đó chỉ là chuyện hư vô 
Lý do chia tay là gì em có biết không? 

Chorus:
Vì em không yêu anh như anh yêu em
Vì em xem anh chỉ là nhất thời 
Người mới chơi vơi như anh, làm sao anh mơ có em
Mãi sau này xa nhau anh mới thấu
Suốt chặng đường khi yêu ai biết đâu 
Người mình từng thương giờ như hai người xa lạ đã biết hết về nhau 
Sau này gặp nhau anh muốn biết 
Mùa hoa đẹp nhất em có nhớ gì 
Ngày đó yêu nhau lúc xuân thì
Mà điều gì làm em quay lưng đi 
Nếu gặp lại nhau em vẫn ôm anh 
Hay em sẽ né tránh anh 
Chỉ dám buông đôi câu chào
Dạo này anh sao?

Verse:
Mãi sau này anh mới biết
Người đó không phải người yêu anh 
Chẳng qua là anh đã đi ngang qua đúng ngay người cô đơn nhất
Thì thầm vài câu mình nói yêu nhau 
Thế nên chuyện mình cũng chẳng tới đâu 
Lí do chia tay là gì em có biết không?

Chorus:
Vì em không yêu anh như anh yêu em
Vì em xem anh chỉ là nhất thời 
Người mới chơi vơi như anh làm sao anh mơ có em
Mãi sau này xa nhau anh mới thấu
Suốt chặng đường khi yêu ai biết đâu 
Người mình từng thương giờ như hai người xa lạ đã biết hết về nhau 
Sau này gặp nhau anh muốn biết 
Mùa hoa đẹp nhất em có nhớ gì 
Ngày đó yêu nhau lúc xuân thì
Mà điều gì làm em quay lưng đi 
Nếu gặp lại nhau em vẫn ôm anh 
Hay em sẽ né tránh anh 
Chỉ dám buông đôi câu chào
Dạo này anh sao?

Chorus:
Vì em không yêu, như anh yêu em
Vì em xem anh chỉ là nhất thời 
Người mới chơi vơi như anh làm sao anh mơ có em
Mãi sau này xa nhau anh mới thấu
Suốt chặng đường khi yêu ai biết đâu 
Người mình từng thương giờ như hai người xa lạ đã biết hết về nhau 
Và này gặp nhau anh muốn biết 
Mùa hoa đẹp nhất em có nhớ gì 
Ngày đó yêu nhau lúc xuân thì
Mà điều gì làm em quay lưng đi 
Nếu gặp lại nhau em vẫn ôm anh 
Hay em sẽ né tránh anh 
Chỉ dám buông đôi câu chào
Dạo này anh sao?
",4TyQKEifYDWTfTSRwpxlYI
Đoạn Đường Tương Lai.mp3,neutral,0.1475,0.2933,168.0,0.7143,39.0,54.0,10.0,"Nhắc về chuyện quá khứ rồi để trái tim ta đêm về cứ khóa 
Nhắc lại đã chuyện đã qua mà cảm xúc sao cứ vỡ òa
Ôm tương tư về 1 bông hoa ngày tháng qua bên ta đua nở kiêu sa
Nhưng giờ đây lại rời xa ta đi bên người lạ 
Cô đơn trong ở căn phòng vắng ,lục lại những kí ức hôm qua trao tặng
Mà lòng này đau thắt bờ vai a thấm màu nước mắt 
Ta cứ ngỡ tình ta may mắn nào ngờ đâu tương lai của mình lại ngắn 
Vì ai đã ra đi vào 1 ngày mưa , quên đi ngày nắng 

Con tim ta điên dại tại sao biết đau mà không khép lại 
Vì ở trên đờ nàyi chẳng có chi tồn tại mãi mãi 
Cố chấp để làm gì chuyện đã qua cứ để qua đi 
Giữ kĩ làm gì, nên quên đi là điều vốn dĩ
Ta hãy sống cao thượng cứ bước đi với ý chí kiên cường
Đừng để 2 tiếng yêu thương lung lay làm ta xoay hướng 
Trước mắt ta còn dài biết bao nhiêu điều phải nếm trãi
Thì mới tồn tại ở trên đoạn đường tương lai
",2YO5CN3A4FhBjUle4nt9UK
Những Ngày Trời Bao La.mp3,positive,0.2436,0.243,519.0,0.4046,156.0,131.0,68.0,"Let's go
Hôm nay mình lên rừng
Băng qua nơi kia xa xa góc suối
Leo cao tận trên đồi
Nhanh em ơi chú Sáu gọi rồi
Bình thường thì cười cười nói nói
Nay xem ai nhiều mồ hôi rơi
Nào cùng Gia đình Haha
Mình làm nông dân nhá
Ở đây ai cũng quen rồi
Mặt trời mọc là cất bước thôi
Ngân nga vài đôi lời
Bàn chân đi theo những áng mây trôi
Vượt đèo vượt đồi vượt sóng lớn
Người bình thường mà rất phi thường
Và mình cùng hát mình cùng ở
Cùng làm với những nông dân
Cùng vui cùng sống
Chung hơi thở từ miền xa đến nơi gần
Ta sẽ được thấy được hiểu những điều
Bình thường mà lại rất phi thường
Gia đình Haha bắt đầu nha
Sẵn sàng chưa
Đón lấy nắng sớm phía bên kia chân đồi
Từ từ thôi hít hết gió mát
Ngay nơi ta ngồi
Xỏ giày vào chân ngay xắn tay lên
Theo nhau ta bắt đầu viết nên
Hành trình ở đây
Nhìn kìa em
Bao nhiêu thân quen ở ngay nơi lạ
Chân thành giản đơn
Mà vô vàn điều quý giá
Thả hồn thơ ngây
Để ta bình yên cùng nhau sống
Những ngày trời bao la
Và ta sẽ thấy
Người dân Việt Nam ở muôn hướng
Bình thường mà rất phi thường
Bình thường mà phi thường
Người thường mà phi phàm
Nào cùng gia đình Haha
Mình làm nông dân nhá
Tối ngày tất bật
Cứ mài thân mình vào với gió sương
Vẫn kịp cảm nhận sắc đẹp hữu tình
Của ba miền quê hương
Ngắm đồng lúa vàng sẵn một khung trời
Rộng lớn để ươm
Nghe sự tất bật vào mỗi sáng sớm
Những tiếng gắt gỏng chứa tình mến thương
Những mâm cơm ngon từ anh cả Thuận
Sau một ngày lao động
Dãi nắng mưa dầm
Hai Thiện và Ba Nam
Cùng những màn tranh luận
Xem ai phải rửa bát
Út Khánh hay Tư Tâm
Việc nhỏ việc lớn
Có anh em đỡ đần
Nếu thấy gian nan
Mỗi người một tay một chân
Thi nhau đón nắng ấm
Như cây con mọc mầm
Cho nụ cười tươi tắn quanh năm
Và mình cùng hát mình cùng ở
Cùng làm với những nông dân
Cùng vui cùng sống
Chung hơi thở
Từ miền xa đến nơi gần
Ta sẽ được thấy được hiểu những điều
Bình thường mà lại rất phi thường
Gia đình Haha bắt đầu nha
Sẵn sàng chưa
Đón lấy nắng sớm
Phía bên kia chân đồi
Từ từ thôi hít hết gió mát
Ngay nơi ta ngồi
Xỏ giày vào chân ngay xắn tay lên
Theo nhau ta bắt đầu viết nên
Hành trình ở đây
Nhìn kìa em
Bao nhiêu thân quen ở ngay nơi lạ
Chân thành giản đơn
Mà vô vàn điều quý giá
Thả hồn thơ ngây
Để ta bình yên cùng nhau sống
Những ngày trời bao la
Let's go
Đón lấy nắng sớm
Phía bên kia chân đồi
Từ từ thôi hít
Hết gió mát ngay nơi ta ngồi
Xỏ giày vào chân ngay xắn tay lên
Theo nhau ta bắt đầu viết nên
Hành trình ở đây
Nhìn kìa em
Bao nhiêu thân quen ở ngay nơi lạ
Chân thành giản đơn
Mà vô vàn điều quý giá
Thả hồn thơ ngây
Để ta bình yên cùng nhau sống
Những ngày trời bao la
Và ta sẽ thấy
Người dân Việt Nam ở muôn hướng
Bình thường mà rất phi thường
Bình thường mà phi thường
Người thường mà phi phàm
Nào cùng gia đình Haha
Mình làm nông dân nhá
Bình thường mà phi thường
Người thường mà phi phàm
Nào cùng gia đình Haha
Mình làm nông dân nhá",6SfljFag2auetsjHi9V2BU
một mình ở đây.mp3,neutral,-0.1385,0.2138,260.0,0.4,85.0,79.0,16.0,"Em sinh ra giữa trần gian
Nhưng có bao giờ được sống làm người
Những bàn tay chạm vào em
Chỉ để trói buộc một cuộc đời
Áo trắng cưới mỏng manh
Mỏng manh mỏng manh
Đêm trăng nhuốm mùi tanh
Bàn thờ cao lời nguyền trao
Em hóa thành ma quỷ giữ kho báu
Em ở đây một mình
Một mình một mình ở đây
Em ở đây một mình
Một mình một mình ở đây
Em chẳng còn đau chẳng còn khóc
Chỉ còn lại là
Những mảnh vỡ đêm đông
Một mình nơi đất lạnh
Người có nhớ em không
Ngàn mộng mơ chợt tan biến
Khi phận đời vừa cập bến nên duyên
Người trao em đống bạc vàng
Cùng một lời nói giã biệt
Ai đi qua phía trên em
Có nghe tiếng gọi đêm dài
Ai đào lên những tàn tro
Có thấy nỗi đau còn hoài
Tình yêu chưa kịp nở hoa
Phận đời vùi dưới gót người ta
Em chẳng còn ước mơ
Chỉ còn linh hồn rệu rã
Em ở đây một mình
Một mình một mình ở đây
Em ở đây một mình
Một mình một mình ở đây
Em chẳng còn đau chẳng còn khóc
Chỉ còn lại là
Những mảnh vỡ đêm đông
Một mình nơi đất lạnh
Người có nhớ em không
Ngàn mộng mơ chợt tan biến
Khi phận đời vừa cập bến nên duyên
Người trao em đống bạc vàng
Cùng một lời nói giã biệt
Em chẳng còn đau chẳng còn khóc
Chỉ còn lại là
Những mảnh vỡ đêm đông
Một mình nơi đất lạnh
Người có nhớ em không
Ngàn mộng mơ chợt tan biến
Khi phận đời vừa cập bến nên duyên
Người trao em đống bạc vàng
Cùng một lời nói giã biệt",2Voeolkjs3dZxjK04Kpdkh
